fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,acid_balance,sweetness index,complexity index
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,22.082873273473467,0.1880340273213442,7.948
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,12.068757435216636,0.18095220861694417,6.094
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,31.314965395647484,0.1923075073966275,8.108
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,8.831054142153999,0.18181799816363822,5.894
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,16.963982786021678,0.2033896581443575,7.559
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,7.857049320841419,0.18699171789291227,6.498
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,8.020749783856418,0.18348607019626587,6.482
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,43.74817715928503,0.1909089173555297,7.7700000000000005
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,8.020749783856418,0.18348607019626587,6.482
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,7.857049320841419,0.18699171789291227,6.498
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,9.552096237369591,0.18421036472775024,6.127000000000001
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,12.17933103421751,0.17924511391970385,7.148
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,17.49966346801023,0.13978479593032694,6.61
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,15.237913834359118,0.230769008875953,8.420000000000002
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,43.74817715928503,0.1909089173555297,7.7700000000000005
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,14.181560335266632,0.23913017485850563,6.048
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6,32.1612929380287,0.17968735961925028,8.795000000000002
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,31.537652880695365,0.24210500831051757,7.917000000000002
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,25.365234994268434,0.32323199673535685,7.397
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,31.537652880695365,0.24210500831051757,7.917000000000002
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,11.940120296711989,0.19607823913898126,6.428
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,24.666118530699315,0.2857140306124727,7.998000000000001
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,25.365234994268434,0.32323199673535685,7.397
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,11.290140481605137,0.16129014915037726,5.7700000000000005
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6,29.749256268593285,0.1902653183492758,8.354000000000001
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,22.773390169486575,0.33035684789567155,9.804
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,22.726756210086133,0.23275842003584482,7.6690000000000005
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,9.298082489780882,0.13599989120008704,6.122
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,12.924994217765745,0.20792058621724138,6.998
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,32.893871213915425,0.24761881179160783,8.369
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,19.374596362575783,0.18749983258943523,7.296000000000001
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,16.22610894134073,0.19607823913898126,6.667999999999999
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,30.512038152867873,0.2592590192046118,8.183
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,30.512038152867873,0.2592590192046118,8.183
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6,22.702089132726144,0.19780198043738415,6.408
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,12.142640309994464,0.16999983000017,5.909000000000001
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,31.5141965394988,0.2499997767859136,7.742000000000001
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,30.43345941480805,0.14414401428467183,6.319
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,15.08449009338825,0.22330075407693775,6.824000000000001
9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,5,14.60294281043158,0.2812497070315552,6.734
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,31.5141965394988,0.2499997767859136,7.742000000000001
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,21.39485128252831,0.20353964288527177,7.253
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,13.495715516820868,0.2795695918606539,6.293
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5,42.30606515134033,0.21610151177837983,8.123000000000001
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5,12.272541325131437,0.244444172839808,6.099
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,36.50677756261706,0.22826062145584627,7.57
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,34.48156960104824,0.29896876394972793,7.183
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,20.599588008239838,0.17391289224965892,7.786
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,19.130018912632334,0.18571415306131925,7.957000000000001
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,31.665787061470517,0.22826062145584627,7.506
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,10.609626711869367,0.12244885464402587,6.593999999999999
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,40.62373050842161,0.24528278746906845,8.562999999999999
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,17.7774485657673,0.21052613111742885,7.473
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,33.782870733223426,0.24999975961561577,8.366
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,28.284906145538702,0.19811302064809375,7.377
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6,37.498660762115634,0.18085087143524314,7.287000000000001
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,14.11743944941986,0.2156860630528794,7.079999999999999
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,34.44316877152698,0.20618535444808822,6.84
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,43.33152785300613,0.1636362148761683,7.778
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,14.11743944941986,0.2156860630528794,7.079999999999999
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,13.722427409818835,0.2673264679935961,7.0
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,37.85579086461197,1.6847807774121986,7.198
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,5,29.443626565928724,0.2340423042103147,7.375
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,29.443626565928724,0.2340423042103147,7.378
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,24.0903615826913,0.30596992091796943,8.458
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,15.223653378307786,0.18999981000019,7.221
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,15.223653378307786,0.18999981000019,7.221
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,15.813708314599774,0.17999982000018,7.206
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,36.24886722289928,0.2592590192046118,8.155999999999999
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,23.84554242198918,0.25490171088067565,7.005000000000001
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,11.999845163288217,0.2641506941974583,7.101000000000001
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,22.43847711031438,0.1879697834813658,7.907
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,22.2494437639059,0.19402970594798064,7.85
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,12.608512920102608,0.25862046670649425,7.182
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,16.666239327196738,0.6859498463224412,6.395
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,14.99971154400877,0.2111108765434705,6.015
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,21.175847769183257,0.22522502231979974,6.447
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,12.608512920102608,0.25862046670649425,7.182
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,14.99971154400877,0.2111108765434705,6.015
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,23.63582645848958,0.5458328784726013,8.015
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,23.63582645848958,0.5458328784726013,8.015
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,40.38306218991577,0.17431176668645257,7.782
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,43.74817715928503,0.1666665123458219,7.755000000000001
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,20.815901716291503,0.23199981440014847,8.064
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,43.33152785300613,0.1666665123458219,7.706
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,16.716168415396783,0.24210500831051757,7.542999999999999
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,16.948865273469945,0.2156860630528794,7.249
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,45.86048756939416,0.2456138196370003,8.943999999999999
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5,29.523106592700174,0.48421001662103513,7.993
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,16.948865273469945,0.2156860630528794,7.249
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,26.74933126671833,0.21649462217049265,7.433
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,20.587831611144882,0.2033896581443575,7.938000000000001
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,20.587831611144882,0.2033896581443575,7.938000000000001
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,12.976901116013495,0.6559132732115341,6.532
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,20.832986116898056,0.3613442341645091,8.792
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,51.902290367125374,0.23931603477261987,8.074
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,19.999452069806306,0.22727252066134487,6.454
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,39.198432062717494,0.26999973000027006,7.19
7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,18.536133265042317,0.21977997826376017,5.962
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5,21.025101920463573,0.23469363806771623,6.5169999999999995
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,23.249418764530887,0.26595716387535756,6.705
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,21.39485128252831,0.2526313130196705,6.7219999999999995
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5,16.249746097717225,0.2828279971434372,7.3309999999999995
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,19.999452069806306,0.22727252066134487,6.454
7.0,0.38,0.49,2.5,0.0969999999999999,33.0,85.0,0.9962,3.39,0.77,11.4,6,18.420567879792635,0.2192980532473217,6.4510000000000005
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6,19.523344682269467,0.29885023120663085,6.115
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,15.714036285138333,0.25531887732034325,6.9510000000000005
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,41.36175628380528,0.20388329720068232,6.9910000000000005
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,31.314965395647484,0.2621356678294487,8.033000000000001
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,31.314965395647484,0.2621356678294487,8.033000000000001
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,38.14673530609977,0.164062371826272,8.158000000000001
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,20.83289931459761,0.26999973000027006,7.168
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,41.36175628380528,0.20388329720068232,6.9910000000000005
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,15.714036285138333,0.25531887732034325,6.9510000000000005
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,9.818062811359862,0.19626149882102917,6.680999999999999
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,36.856089826004975,0.4833329305558912,8.958
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,22.399552008959823,0.4598210180169483,8.026
9.2,0.59,0.24,3.3,0.1009999999999999,20.0,47.0,0.9988,3.26,0.67,9.6,5,15.592956051592347,0.34374964192745633,6.760999999999999
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6,20.651724962500815,0.5727267520665891,7.319
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,13.006811093551141,0.21212099785757793,6.867000000000001
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6,16.969439856971864,0.22727252066134487,7.9959999999999996
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6,46.1275442727654,0.21428545918397718,8.477
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5,19.361290185315205,0.2857139717428882,6.547000000000001
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,13.636115706987146,0.21052609418305876,6.084
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,34.192445404986934,0.23364464145360614,7.708
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,35.42755921259393,0.24999975961561577,8.305
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,6,16.98081168279844,0.20212744454527176,6.603
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6,13.333071900550971,0.2210523988922117,5.738
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6,21.859956745191973,0.27999972000028,6.979
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6,20.651724962500815,0.26999973000027006,7.022
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5,4.80764608032615,0.13913031379972715,5.635999999999999
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,24.030635183950636,0.37837803749726356,9.752
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,24.030635183950636,0.37837803749726356,9.752
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,20.565649704722553,0.3931620571264469,8.038
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,24.185671539976124,0.37837803749726356,9.792
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,20.565649704722553,0.3931620571264469,8.038
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,27.658985979021725,0.3385824105650311,9.213999999999999
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,21.16631389476842,0.2456138196370003,8.671
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5,20.45408058907752,0.2608692816638243,6.534
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5,16.666358030406844,0.315217048677121,6.542999999999999
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,26.205992896796662,0.2673264679935961,6.253
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,27.658985979021725,0.3385824105650311,9.213999999999999
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,21.16631389476842,0.2456138196370003,8.671
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,12.428393880087429,0.2777774691361454,6.359999999999999
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,12.428393880087429,0.2777774691361454,6.359999999999999
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,19.599608007839848,0.2429904271117504,7.366999999999999
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,17.221743840448877,0.1880340273213442,6.161
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,32.856204108454044,0.2999997272729752,8.173
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,17.221743840448877,0.1880340273213442,6.161
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5,42.49822924044831,0.230769008875953,7.383
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6,31.175553660186463,0.31999968000032003,7.45
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6,45.55386837524536,0.30392127066542096,8.22
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5,19.999545464875798,0.29473653185628224,6.550000000000001
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5,18.72300589349163,0.2959180653897292,6.640000000000001
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6,34.192445404986934,0.22448956684738078,7.333
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,24.599508009839806,0.22916642795163758,7.932
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,24.599508009839806,0.22916642795163758,7.932
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,5,23.877063733393193,0.23913017485850563,7.568999999999999
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7,42.855612299560725,0.1919189980616181,7.968000000000002
11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,7,35.756492227508254,0.31775671237690434,8.158
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6,14.901668594733437,0.2499997395836046,6.118
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,7,35.80529660333537,0.2547167408332634,7.926
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5,9.99986301557513,0.20430085559047784,5.8870000000000005
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,7,35.171200993069206,0.24761881179160783,7.452
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,19.99955556543188,0.2680409607825147,6.680999999999999
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,6,16.92264300915361,0.14782595841221008,6.24
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,19.99955556543188,0.2680409607825147,6.680999999999999
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5,20.203669312871167,0.3888884567906036,6.834
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,5,10.972069832363442,0.2736839224379764,6.1690000000000005
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5,14.957731802826846,0.8494614521919869,6.521000000000001
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,6,30.999225019374514,0.215053532200503,7.930000000000001
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,6,20.516887639868283,0.18999981000019,7.949000000000001
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,6,14.52966615955283,0.21428549562704527,6.484
12.7,0.59,0.45,2.3,0.0819999999999999,11.0,22.0,1.0,3.0,0.7,9.3,6,21.525058897306828,0.24731156203057844,8.08
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6,28.6950283689485,0.244444172839808,8.148
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,5,9.221446449743118,0.2795695918606539,6.026
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6,28.6950283689485,0.244444172839808,8.148
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6,14.31009810175687,0.31868096848245225,6.236000000000001
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,6,13.833102781620308,0.282608388469143,6.257
9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,7,22.926270090973393,0.377048871271417,7.657
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6,18.3329513968459,0.31428541496627144,6.829000000000001
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,6,15.538222488884786,0.4903841438614001,7.352
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6,17.499513902391598,0.25196830553676736,6.486
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,5,36.66513895254365,0.27173883506648366,6.442
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5,34.735928001894685,0.2872337369853862,8.262
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6,11.718566897392229,0.23999976000024,6.18
8.2,0.39,0.38,1.5,0.0579999999999999,10.0,29.0,0.9962,3.26,0.74,9.8,5,21.025101920463573,0.15306106830503233,6.442
9.2,0.755,0.18,2.2,0.148,10.0,103.0,0.9969,2.87,1.36,10.2,6,12.18526906928385,0.2156860630528794,7.148
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,15.999733337777705,0.23711315761530144,6.920999999999999
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,15.999733337777705,0.23711315761530144,6.920999999999999
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,6,37.09557756201413,0.22448956684738078,7.819000000000001
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,5,24.782069955000978,0.2647056228376247,7.83
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,5,30.53971514283398,0.24731156203057844,7.550000000000001
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,5,15.37008573915298,0.3617017428704863,6.323
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5,14.642595667934499,0.3617017428704863,6.286
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5,17.24108205030948,0.19999978947390581,7.015000000000001
7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,6,15.489892355051863,0.23966922341386496,7.077999999999999
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5,9.85492963870089,0.5490190695891475,5.996
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5,9.85492963870089,0.5490190695891475,5.996
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,14.66642222629623,0.24175797609013622,6.397
